fetch date,short codes,number of likes,number of video views,number of comments
03/11/21,CB3Z0y9nnNJ,3818,30138.0,378
03/11/21,CByfUv5gM5Y,1980,13501.0,82
03/11/21,CCByDePHjEC,2011,11846.0,46
03/11/21,CB01C-tHM0y,2400,27995.0,118
03/11/21,CB5jKtqnwKq,4331,,891
03/11/21,CBvy-g4H1hw,5662,,162
03/11/21,CCCYbDInNQC,1908,,381
03/11/21,CBgGbj6nlT9,7733,41601.0,204
03/11/21,CBRYMr3Jdjg,6011,50775.0,295
03/11/21,CAsn195nYKe,10848,104462.0,1258
03/11/21,CBdzRzrp23f,2237,23191.0,60
03/11/21,CBWUa3ApQr5,4660,,48
03/11/21,CA0j8V-H1Fk,7976,,186
03/11/21,CBRUvU2pI_c,1798,15843.0,60
03/11/21,CAqDQH9H0o_,7177,51965.0,658
03/11/21,CBlTiOsAvrP,52919,193318.0,2154
03/11/21,CA-VjFGgyKx,9834,,412
03/11/21,CBlooQnn8Iw,12131,,238
03/11/21,CA1dGlwgvOP,11414,,319
03/11/21,CAk5o-6H5Lv,4821,35165.0,187
03/11/21,CAiUy76nNqo,5174,30517.0,239
03/11/21,CAlHYSXpePT,12976,,367
03/11/21,CAa1GhRn1ML,27778,,229
03/11/21,CAa1H3fnb2h,53364,,2404
03/11/21,CAfxbDiHqBr,7622,41859.0,638
03/11/21,CAdMUyyHfrD,23532,82105.0,907
03/11/21,CAa1AArHh2B,25528,,170
03/11/21,CAneQT6HRPL,5134,32619.0,226
03/11/21,CAa0-adHDW7,30545,,463
03/11/21,CAdYz-fHYyC,4475,21115.0,142
03/11/21,CAdv7oYJ73d,4488,,252
03/11/21,CAVjs_fnyw0,4036,81532.0,492
03/11/21,CAYn2JMA1dj,6942,,365
03/11/21,CAOHAQSJW1h,12009,,709
03/11/21,CAJGvwPJUho,1886,19351.0,155
03/11/21,CAFrZsknsoY,3275,24118.0,126
03/11/21,CAa08VGng3Y,27926,,238
03/11/21,CAEE8IFnimT,12554,,788
03/11/21,CAI2ODVA9X0,5861,,176
03/11/21,CALrESJJaJN,4375,22840.0,372
03/11/21,CAa04XfnAia,34007,,528
03/11/21,CAa05_MnJ0S,29416,,316
03/11/21,CAa02LJH2zB,54125,,2252
03/11/21,B_0DQvRHz39,3228,28554.0,103
03/11/21,B_n2p4WpdW2,1486,11692.0,44
03/11/21,B_iLzRPHsWZ,7444,,182
03/11/21,CAA5y7bpCRh,1541,18342.0,52
03/11/21,B_3PU9IAN3f,35403,278039.0,512
03/11/21,B_xgqhkHF1Y,2372,17530.0,90
03/11/21,B_7mEEDnCvs,5037,37437.0,254
03/11/21,B_qnlnvHH0H,3711,34085.0,254
03/11/21,B_nV436njTd,2635,,108
03/11/21,B_fl9aVnSmr,3749,,108
03/11/21,B_prRcgHMrz,4004,23595.0,143
03/11/21,B_1SoMegZcm,13132,,316
