fetch date,short codes,number of likes,number of video views,number of comments
03/06/21,CGRCOngFZay,616883,,1031
03/06/21,CGLWUoYlyLp,162718,745936.0,512
03/06/21,CGQSKjjFgpA,466771,,1350
03/06/21,CGLq7JXlBP_,347678,,1282
03/06/21,CGK0DxNACAK,397106,,1096
03/06/21,CGOMUABlj_d,292660,,740
03/06/21,CGLBuY3FYlA,614244,,1116
03/06/21,CGJGIapF7iF,413117,,1038
03/06/21,CGIjzBFF8p7,598851,3191482.0,1565
03/06/21,CGGacq9FCxH,150110,,1013
03/06/21,CGIW5NQFheH,103247,453985.0,520
03/06/21,CGF-_UgFGxs,542042,,2630
03/06/21,CGIIVfQFx7N,74399,288831.0,269
03/06/21,CGKmUFwAdJW,343053,,1628
03/06/21,CGFxQ6glOff,819146,,1580
03/06/21,CGGMtb0F0AZ,489677,2230248.0,4389
03/06/21,CGENtpRF6wq,606827,,1532
03/06/21,CGI4ZtDlHEf,352274,,1089
03/06/21,CGJT3Qfluce,558966,,1327
03/06/21,CGA_BMqnTqD,248483,,953
03/06/21,CGBW0SiHgc3,191989,,530
03/06/21,CF-TPu4psP4,189834,921521.0,1035
03/06/21,CGAwInsJwxw,113828,552892.0,456
03/06/21,CGAeyhGn9Vx,124401,439373.0,1487
03/06/21,CF97thonGtk,828436,,2271
03/06/21,CGBmchkHms1,860300,,1021
03/06/21,CGDRDstlozN,400332,1689897.0,1130
03/06/21,CGC-lbgH-WC,185980,787520.0,1544
03/06/21,CGD1sS5lePM,616293,,5102
03/06/21,CF-pcBtHM3s,465762,,3616
03/06/21,CF-2lvAnrGN,541366,3021796.0,7325
03/06/21,CF3ArtHnHX0,257964,922239.0,1068
03/06/21,CF5bI04HZWT,118196,,474
03/06/21,CF9q5uNHb1I,551427,,3468
03/06/21,CF8PC4oHMhv,193422,,395
03/06/21,CF5HojRpsvR,807654,3214819.0,1640
03/06/21,CF8hNATHUcN,248572,,487
03/06/21,CF7Z3QFnKHB,381681,1649429.0,2153
03/06/21,CF57kpUnYBy,524538,,1960
03/06/21,CF2wyeOHvdS,268626,,1615
03/06/21,CF4vIhRnBDh,1099142,,1204
03/06/21,CF8EcBwnm15,206555,,399
03/06/21,CF7wr6EJbrE,116222,1205291.0,604
03/06/21,CF0hgB4nIIn,908431,,3242
03/06/21,CFyENoAn7m0,240866,,1404
03/06/21,CFxWEwqHlCB,353220,,1624
03/06/21,CFz8I_GnBwt,252854,,1959
03/06/21,CFx2DUSnJ3y,208219,,778
03/06/21,CF2lqRoHGwF,67407,268357.0,271
03/06/21,CFzr-r9n0XB,342041,1538804.0,1412
03/06/21,CFzfnSwnmI-,474818,,1874
03/06/21,CFvs0-WHcPB,309092,,757
03/06/21,CF2UfmyHSwd,205334,967772.0,3043
03/06/21,CF0R--PnToe,508327,,3269
03/06/21,CFxJNfUHI0A,254584,766756.0,1752
03/06/21,CFqjefPHdF4,926585,,3421
03/06/21,CFvWxyknkRd,201523,,1979
03/06/21,CFr5YkOnx3M,555866,,1920
03/06/21,CFuSDqvH1Uo,346496,1198112.0,1546
03/06/21,CFsnwROJUI8,424197,2037363.0,1325
03/06/21,CFvL8PDnoTQ,605702,,1285
03/06/21,CFs8DuZHgFM,402282,,796
03/06/21,CFplw0VnCV6,338317,,2036
03/06/21,CFsPARJp075,221734,1008334.0,997
03/06/21,CFqEn-xHact,372860,,1045
03/06/21,CFu7XsvpsEQ,580104,2551593.0,3262
03/06/21,CFp3L-mnU0F,561980,,1653
03/06/21,CFkiYC2nlv7,150177,,637
03/06/21,CFiCsD1HFPn,65208,256435.0,242
03/06/21,CFieKBJJaYR,522559,1835347.0,1768
03/06/21,CFiQbA1pBhP,86506,334785.0,547
03/06/21,CFlCsb1HzyS,300882,,873
03/06/21,CFnhci_nC4-,145954,,412
03/06/21,CFnFZ-2nZZO,144246,536848.0,807
03/06/21,CFk1K-aH6-K,665466,,3877
03/06/21,CFpO0bIHUT-,601115,,2560
03/06/21,CFmxfVgHrRd,943210,,5268
03/06/21,CFkTpynHV6r,205881,609519.0,829
03/06/21,CFmjSt3nj9Q,708224,,2951
03/06/21,CFh09PanwmM,69649,275224.0,378
03/06/21,CFdDxdMJp6h,615042,,1578
03/06/21,CFet0x6naBo,296034,1398877.0,3856
03/06/21,CFdvrZyHQ20,124044,664771.0,991
03/06/21,CFeswNxnVwN,136364,609030.0,488
03/06/21,CFdRJaIJ2WS,190463,770276.0,819
03/06/21,CFeKWNkBked,223624,813280.0,1068
03/06/21,CFcyUO-JbX5,220647,772877.0,1459
03/06/21,CFhpUXnn8cG,72112,327718.0,370
03/06/21,CFfM8m2nvXR,367967,,3056
03/06/21,CFhauhMH2j2,111766,537499.0,1755
03/06/21,CFfxwUZnGR4,472919,1742264.0,2200
03/06/21,CFaip05npU5,284703,,465
03/06/21,CFaAUdSlazK,158096,666895.0,952
03/06/21,CFa9mR8nAnl,140431,,684
03/06/21,CFYMuzAngJB,257374,,1059
03/06/21,CFavz-zndX1,369349,,1068
03/06/21,CFcUfzoHVdr,266973,,1829
03/06/21,CFYnDqenkbL,121793,571998.0,623
03/06/21,CFaOnzWnBIx,132078,,482
03/06/21,CFYRlt6nvi7,194625,,435
03/06/21,CFXT9RknKJD,100622,409893.0,416
03/06/21,CFXsHkIn7rv,350438,,1306
03/06/21,CFWpLDpjb_q,252460,,810
03/06/21,CFVKwM-nC5t,296947,,841
03/06/21,CFQVwp1HzmN,464244,,1734
03/06/21,CFUzJ2_nqcH,418957,,2440
03/06/21,CFP6S1cHhwi,274232,,908
03/06/21,CFVYfSAHT3-,191743,,1050
03/06/21,CFQIBvdHeT-,178905,,642
03/06/21,CFU9m1vHVkB,300403,,577
03/06/21,CFSRW8Qnbvr,594850,,1623
03/06/21,CFV0hryH_qg,490439,,2498
03/06/21,CFSl1Bxn6Vz,401036,,1767
03/06/21,CFSAnQjnfKt,227797,,1352
03/06/21,CFSfFzCHxM6,209753,,757
03/06/21,CFNaqpiHTtY,321657,,2523
03/06/21,CFInkpwHViA,451924,,2488
03/06/21,CFKYfwRnCUU,471506,,1850
03/06/21,CFPe1A7njmm,508779,2365191.0,2377
03/06/21,CFPsj8sn0qN,185885,,650
03/06/21,CFNH0GoHuSd,255514,,946
03/06/21,CFIRWzTpCv0,271359,,1955
03/06/21,CFM6KtfnGGw,401964,1466856.0,2067
03/06/21,CFK1nL4HXuU,775163,,7580
03/06/21,CFOJmfPHR2z,514711,,2912
03/06/21,CFKonepHUPE,352003,,1903
03/06/21,CFNt4udn9z1,663951,,2660
03/06/21,CFFPIWMnoiG,272100,,1939
03/06/21,CFGG7JyHYwH,520848,2365195.0,4878
03/06/21,CFC2-98nOmc,242938,1275913.0,2627
03/06/21,CFAx-7XnhNa,343261,,4125
03/06/21,CFDHqsMnUcB,890886,,5987
03/06/21,CFCkb98H0dQ,391686,,2958
03/06/21,CFHvELJnCoL,595572,,2836
03/06/21,CE9Wbwygr-l,415386,1699543.0,4568
03/06/21,CFAbh9SHbs-,750113,,4243
03/06/21,CFAoAtTH6sW,239415,,1423
03/06/21,CE9vJw5nlyv,105620,482458.0,7279
03/06/21,CFFbYlDnFjn,310256,,3101
03/06/21,CE5Rbb3nPfY,519463,,16608
03/06/21,CE9MPXgAodK,213437,954939.0,1850
03/06/21,CE7GeZtn1qH,539411,1969784.0,1862
03/06/21,CE7XXF6H8Pr,169453,,737
03/06/21,CE2YHf6HcXC,499991,,1373
03/06/21,CE7lGJpH1Uk,594519,,1157
03/06/21,CE4MzcuHQke,191717,884532.0,1353
03/06/21,CE4fsWRHzDu,458241,,1604
03/06/21,CE2KgljHQ9p,196758,,1071
03/06/21,CE65C04HuGd,275639,,956
03/06/21,CE4IOXinVtO,202287,939322.0,1093
03/06/21,CE7woPWgwt6,255781,1697306.0,1725
03/06/21,CEwlX7YnJDB,273445,,1386
03/06/21,CEzX2tgnhgV,220505,,1199
03/06/21,CExOh8ZlL2-,476304,,1233
03/06/21,CEup2tUnjrB,186064,,1102
03/06/21,CEzlt41nSWi,244507,,1207
03/06/21,CEucHzsn5QB,138768,,536
03/06/21,CEzzUVYnpjB,430643,,2645
03/06/21,CE1u8Z7nugo,903762,,3370
03/06/21,CE18pVSHxJH,206265,,849
03/06/21,CEzKQCnnbeM,1007012,,3603
03/06/21,CEwzL5yHJ8j,295627,,1001
03/06/21,CExAykZHdOl,373675,,1335
03/06/21,CEnsDdPnxur,506857,,2459
03/06/21,CEuOQr1nYrJ,121932,,472
03/06/21,CEuAhgZn6NC,187030,852233.0,1218
03/06/21,CErbu4jphz5,284464,,1032
03/06/21,CErpd6zHysc,444279,,821
03/06/21,CEr3Mj2gzjJ,174335,,833
03/06/21,CEpm-Y-H99y,389011,,2850
03/06/21,CEpLiu6H2c0,574612,,19129
03/06/21,CEmtnLbHRAB,99362,469584.0,1431
03/06/21,CEpZRWWna69,189020,,940
03/06/21,CEsE7xkHvOz,289324,,1503
03/06/21,CEo24QOHkE7,276663,1244845.0,1708
03/06/21,CEh-L72n699,424633,,2316
03/06/21,CEkSW0wp9FE,149731,666463.0,1626
03/06/21,CEmdsjPnQGb,265294,1186181.0,2075
03/06/21,CEcr1M5JC6k,255612,,2283
03/06/21,CEcMppjHDOT,277103,,1325
03/06/21,CEhS3YjHlu4,313891,,1283
03/06/21,CEj0KNwAkhD,421545,,1638
03/06/21,CEhh2y6HLQG,427144,,2314
03/06/21,CEb-76QpP8Z,302082,1399891.0,2755
03/06/21,CEjfkT5JZqe,200053,923610.0,5011
03/06/21,CEdZXukH_z2,1402678,,4442
03/06/21,CEkDYTWHUOW,117627,514658.0,1205
03/06/21,CEWvVYAHpN_,487454,2432191.0,4319
03/06/21,CEU2g9KJood,533402,,4365
03/06/21,CEXqe41JNjv,336345,,2541
03/06/21,CEXOo7jpxd4,183767,948442.0,2072
03/06/21,CEZ1kHmHNSl,351268,,1878
03/06/21,CEXcxALpedR,189342,,1275
03/06/21,CEUa2NjhQ00,280799,,2055
03/06/21,CEUXbghnfLt,439202,,2598
03/06/21,CEbICXAn80t,250850,,1906
03/06/21,CEZTTwvJ7lP,534478,,4903
03/06/21,CEaDS-FHz_o,417384,,2469
03/06/21,CEZn6DeJ-qw,774809,3692920.0,8633
03/06/21,CETipOGlXnQ,274957,1314211.0,2523
03/06/21,CESkMpYJcmI,163253,879257.0,2757
03/06/21,CEHZBVlnWT4,334929,,2207
03/06/21,CESWeGqJvZC,749403,,2490
03/06/21,CEFc9NmHZBh,203576,,3735
03/06/21,CEHmWwsnKaL,237475,,3870
03/06/21,CESI0b8pJ-m,631221,,6668
03/06/21,CER6PawHg0z,806466,,4088
03/06/21,CEUC0CsgIKL,516706,2383022.0,4476
03/06/21,CEFBe6XHO5H,355761,,1940
03/06/21,CEH0EDNpfBq,539124,,42178
03/06/21,CEFPRcTHCKv,115499,590444.0,968
03/06/21,CECV4VWj6yC,349863,,1283
03/06/21,CD9kR53pyw3,251039,,839
03/06/21,CD9zJ83p0zr,286860,,1299
03/06/21,CEAHagxnsSi,601451,,2071
03/06/21,CD_1445Hv8s,188705,,874
03/06/21,CEC0xkmnwNR,135713,,852
03/06/21,CECCABoH_S-,608394,,2925
03/06/21,CECk3VSnez_,691645,4662751.0,1595
03/06/21,CEE0HACFqVf,741949,,1310
03/06/21,CD_cabRnrui,297806,1069730.0,2341
03/06/21,CD9U00lpOYH,762691,,3065
03/06/21,CD9FtsKp5Ec,249157,,738
03/06/21,CD7LfOnpDo6,321076,,625
03/06/21,CD69iiap7IX,401057,,999
03/06/21,CD2ACTMHUi0,528062,,7225
03/06/21,CD4Fs2AH-y8,230554,,968
03/06/21,CD1XB8VHTSh,305829,1382819.0,2069
03/06/21,CD7Zyp-JAoB,133836,,634
03/06/21,CD7oq9TJX0r,479919,,1664
03/06/21,CDzUmZxn0xK,467154,,2405
03/06/21,CD1NSX6Hg48,449994,1923530.0,3856
03/06/21,CD4r5O-pETU,239697,,1044
03/06/21,CD4c5clJdRV,166819,,618
03/06/21,CD1rkflny24,581630,,2028
03/06/21,CDtvhLwHwpx,122071,605657.0,360
03/06/21,CDsG04rJJjm,776411,,2371
03/06/21,CDzGyd7nF-Z,607331,,1401
03/06/21,CDuR2XsHPTy,208223,,689
03/06/21,CDw5QHqnjoF,408975,,2551
03/06/21,CDuEHy-nHor,503724,,1892
03/06/21,CDwGm2JHTRs,643432,,2767
03/06/21,CDthvySn7Nl,489311,,2068
03/06/21,CDykb_5nnkQ,711702,3157480.0,1789
03/06/21,CDy5KXSnq4-,407631,,851
03/06/21,CDwXvzLnDv0,191286,1013409.0,628
03/06/21,CDwjtosn9PV,910611,,3130
03/06/21,CDrleCCp8jy,519641,1923304.0,1668
03/06/21,CDr3XkJpEEj,269960,,558
03/06/21,CDmgODLnxZC,366289,,1496
03/06/21,CDlSnRPHCGZ,245645,1137786.0,864
03/06/21,CDpQzh3nI4s,480957,,1292
03/06/21,CDnA34_HfPx,739261,,1767
03/06/21,CDjsPUWpclg,880099,4838113.0,5506
03/06/21,CDj-YdkptP8,366694,1543354.0,1266
03/06/21,CDmI975HQmZ,679820,4277560.0,1098
03/06/21,CDpEqRBnX02,442585,,681
03/06/21,CDoyh9IHvfa,589474,,1768
03/06/21,CDm1ua5nUcA,626370,,2084
03/06/21,CDcqOz_nLVH,247881,,1046
03/06/21,CDg8UL4nzWj,843153,,4045
03/06/21,CDjgEMdntKo,783135,3699261.0,5768
03/06/21,CDeny-CJN-P,643511,2787159.0,1860
03/06/21,CDeWID1nYpP,377731,1749318.0,2700
03/06/21,CDb0AjdnF2U,316642,1532844.0,1614
03/06/21,CDhu2pYngAD,352368,,1625
03/06/21,CDcGfCSJPNd,926504,,4519
03/06/21,CDZciAEnm15,272892,,1019
03/06/21,CDheesHpg4S,92635,413726.0,519
03/06/21,CDZuCwfH1a_,1142870,,10851
03/06/21,CDfWek0nvTl,119826,658433.0,807
03/06/21,CDOyeQVnWQq,88068,473137.0,2621
03/06/21,CDPl1rHnlMK,520150,,1363
03/06/21,CDXgZC_nCgm,437009,,1778
03/06/21,CDQdHcinrrg,218497,1001469.0,1390
03/06/21,CDRlaLPHRSj,415347,,1482
03/06/21,CDU1Sp7nWCT,569493,,1752
03/06/21,CDWrhD_HANJ,491472,,759
03/06/21,CDSBqrMpO6I,162438,,530
03/06/21,CDW7NjGnqoy,517710,,1406
03/06/21,CDT40MLn7-V,1627824,,18559
03/06/21,CDTB5LFHnw2,366867,1637380.0,1714
03/06/21,CDXRBJuHev5,270321,,1016
03/06/21,CDKBu_kp9Xr,503557,,4256
03/06/21,CDMz4d5n41p,755346,,2834
03/06/21,CDHXyGqHlWO,574245,,1137
03/06/21,CDNWN1HHb6R,454593,,1794
03/06/21,CDKoK8spriG,404517,,1527
03/06/21,CDHQmSBnxiO,690616,,1266
03/06/21,CDJyN8FnaP4,115539,497631.0,676
03/06/21,CDHmsIanIaI,1846647,6527414.0,49438
03/06/21,CDKXdsaJ_xL,355505,,703
03/06/21,CDMja1Hn9Ww,424485,,1365
03/06/21,CDHETFFnIfQ,1067493,,3795
03/06/21,CDOh9Idn9Vh,660768,3317424.0,6171
03/06/21,CDCkCA-nMEa,242944,,1318
03/06/21,CC_cK0UHP9D,179104,770900.0,2036
03/06/21,CDFPq1TH2E8,796386,,1997
03/06/21,CDFiwA4nLbe,531036,,1252
03/06/21,CC9dApuHnHB,111047,535049.0,2625
03/06/21,CC_sFMuHbUY,205635,,1127
03/06/21,CDAOM58HCT0,874894,,6985
03/06/21,CC9EJ8hH86v,310873,,1211
03/06/21,CDABswqHpHM,200581,,1137
03/06/21,CDE6ga4HY0P,449906,,1513
03/06/21,CDBqz7-HCNM,529398,1930107.0,7025
03/06/21,CDB5t7kHZJQ,496326,1567626.0,8956
03/06/21,CC4l7KSHBoD,333451,2084255.0,2063
03/06/21,CC17JIYnFRV,221668,,1427
03/06/21,CC7Gq9tHXXc,392230,,1748
03/06/21,CC6Sftsn_9A,764405,3627757.0,3670
03/06/21,CC1W7IWH-I_,643959,,1828
03/06/21,CC8q2fcnoSE,127917,514222.0,1402
03/06/21,CC1i1-ZHcW3,227750,,1320
03/06/21,CC6glaLHBPN,164273,,738
03/06/21,CC4Ws-bnEm4,382045,,1780
03/06/21,CC6u4J_HLLr,416158,,1805
03/06/21,CCzRZj8JuV2,865167,,3424
03/06/21,CC4DvW2Hbxo,312626,1284867.0,2642
03/06/21,CCwYbj5pg9q,584141,,1765
03/06/21,CCypdK6nshr,411537,,1564
03/06/21,CCoxuEoJKwg,235339,,1132
03/06/21,CCqlXvTH2cJ,219502,998837.0,1789
03/06/21,CCoTU4kHFXD,548500,,2948
03/06/21,CCy94XsnaQK,300313,,1445
03/06/21,CCtbzcXnbBB,386281,,2157
03/06/21,CCvvSMWH8tP,461342,,1874
03/06/21,CCtJ9EUHUxf,633335,3128789.0,4992
03/06/21,CCwBmiTnKGv,1032118,,2434
03/06/21,CCq4Ld0H1qZ,635439,,2415
03/06/21,CCuRNhHnhfF,227180,,2055
03/06/21,CCevMM1Hmtx,415723,,2020
03/06/21,CCll3Fmn5xi,678384,,3299
03/06/21,CCjLyoWnIwO,294656,,1805
03/06/21,CCjb9kunBrt,669972,,3117
03/06/21,CCeNPgEHEUv,344449,,2134
03/06/21,CCg_c11HDQq,105378,570668.0,1965
03/06/21,CCcBPg0HYkd,419601,,1986
03/06/21,CCgufCdnSef,308123,,1289
03/06/21,CCi9nHlHINa,379390,,1837
03/06/21,CCmgDhXnbXL,345772,,2153
03/06/21,CCmL-yJHuL8,631657,,1497
03/06/21,CCgfw87nXHS,451542,,1298
03/06/21,CCTrJDrJmdL,107810,553348.0,1155
03/06/21,CCbWEW0HEUH,263795,1526773.0,1256
03/06/21,CCWM0JuHuC1,293391,,769
03/06/21,CCTT1AvHY8f,1133488,5917672.0,19421
03/06/21,CCWuIEkHlLB,326858,1511904.0,2719
03/06/21,CCYiby4HirG,593872,2739536.0,6918
03/06/21,CCZQUKBpYrK,562450,,3030
03/06/21,CCbkdwQj7cQ,107352,538346.0,657
03/06/21,CCZDOUAJqJY,112238,600362.0,356
03/06/21,CCT6l5dJjVp,573592,,3183
03/06/21,CCWai0jH8Hq,401824,,2480
03/06/21,CCZuZKInjk9,988122,,12258
03/06/21,CCL12kMHwiR,302990,,836
03/06/21,CCRefQ0JIaw,324512,,780
03/06/21,CCJs8A_HAZs,737796,,2607
03/06/21,CCMHlDznr9j,822391,,2216
03/06/21,CCO-KRTn8o9,602413,,2141
03/06/21,CCMh3v4nmHE,395026,,1054
03/06/21,CCHbCRXn9U6,235993,1083925.0,1898
03/06/21,CCI_KN7nMm1,210859,1034798.0,1402
03/06/21,CCOplvJnycR,856802,,4154
03/06/21,CCRNge7H69p,547576,2472475.0,1693
03/06/21,CCJ_BnUn3yb,226783,1123495.0,2141
03/06/21,CCRsOgXHLYz,869734,2958638.0,10642
03/06/21,CB_kdBAnmQG,131985,687258.0,542
03/06/21,CCCDTmKHNbb,161737,,670
03/06/21,CB_Nmc4nria,89368,441335.0,347
03/06/21,CCHLEI3nuZV,326228,1192295.0,4957
03/06/21,CCExkIQnCxZ,135476,,992
03/06/21,CCCcQxhHGTf,568729,,1272
03/06/21,CCBnPscHbSc,210510,,1001
03/06/21,CB_6QdCn377,135174,,810
03/06/21,CCD85nHH59J,444228,2306453.0,3955
03/06/21,CCEW3M2H82J,87799,370698.0,489
03/06/21,CB9AJEEnML3,176954,,864
03/06/21,CCG_moUnm_o,628508,,1352
03/06/21,CB8xzBEH3N-,302166,,749
03/06/21,CB6llUUHrI0,233297,,1305
03/06/21,CBypHAwHzby,257850,,1894
03/06/21,CB26-hwHs8a,1648778,,14031
03/06/21,CB1hjYun2Cp,407315,,2945
03/06/21,CBy9ANnHiC-,360294,,1161
03/06/21,CB1GU6FnTiB,366645,1521939.0,1439
03/06/21,CBx8CaEHeBE,614794,,9796
03/06/21,CBwgWx_n8QO,285558,,1402
03/06/21,CB8iiqDH1BC,159263,,406
03/06/21,CB33ojqH9_2,192121,,922
03/06/21,CB5-VxVnGhu,177153,859158.0,939
03/06/21,CBgbGUMlcSx,96455,346912.0,1974
03/06/21,CBljUXjn0-1,278068,,2725
03/06/21,CBrdnYxH8Xr,449919,2297242.0,3531
03/06/21,CBq4LbinwJ9,779061,,8106
03/06/21,CBwcko9ntVf,353383,,834
03/06/21,CBv4htnnH5N,122730,567968.0,1031
03/06/21,CBteIronrBP,374246,,1954
03/06/21,CBk9K3JnkHD,195045,802824.0,3037
03/06/21,CBjLNIIHMbu,64046,309482.0,1983
03/06/21,CBtQa1GHGVW,139434,576321.0,648
03/06/21,CBoMT9gniKG,259339,1489754.0,2723
03/06/21,CBokpzFHmPZ,110194,502480.0,5372
03/06/21,CAtGOkunajo,723314,,7956
03/06/21,CAwHPB5HcMb,115188,597231.0,1394
03/06/21,CAtfNPLnpu5,947024,,5200
03/06/21,CBWcUAWFNk2,97943,498047.0,1228
03/06/21,CBQWxOvHZO5,237285,,1555
03/06/21,CBYvSEMHDWx,384044,,4355
03/06/21,CBemlbejc2M,392212,,2462
03/06/21,CBTIPY3nNja,253534,1118698.0,1857
03/06/21,CA012Z3nM6n,788149,,13813
03/06/21,CBV36LkHRiQ,279194,,1289
03/06/21,CAw45WznNJh,158793,871762.0,4307
03/06/21,CBf1kLGjMK_,660534,,8447
03/06/21,CAopLFVH8wk,318365,,1131
03/06/21,CAn8f52n3EJ,552637,,2160
03/06/21,CAlfXoLHym_,270089,,2271
03/06/21,CAsxaF_nW8C,322202,,1912
03/06/21,CAqJ2nHHVKP,229792,1252338.0,2382
03/06/21,CAilMb2Hozn,477955,2542706.0,2000
03/06/21,CAqYpBUnxJL,437118,,1724
03/06/21,CAqz-kMH5Wt,249999,,1626
03/06/21,CAnoQi0Hgrd,571494,,2894
03/06/21,CAjdOqKneNO,396630,,4324
03/06/21,CAjFRo0HDJf,323874,,1578
03/06/21,CAlrn3mnoOS,841009,,2799
03/06/21,CAc1r3UHTm4,137859,810073.0,1080
03/06/21,CAbzyfpHtAC,334272,,1556
03/06/21,CAdbetSHIes,312224,,1446
03/06/21,CAdoQbKHq4x,249721,,1399
03/06/21,CAgIjCunNh-,313218,1500945.0,4197
03/06/21,CAX6RqcHJSR,174624,857001.0,3071
03/06/21,CAaeTKMHKhh,374816,1999354.0,6183
03/06/21,CAa22RpH8wx,98425,466757.0,1053
03/06/21,CAYsqjYnAIg,657628,,4168
03/06/21,CAfoz7bHcdQ,365695,1535804.0,9318
03/06/21,CAg62eJA5e6,357172,1993750.0,3786
03/06/21,CAYUMQ1HFQB,299461,,2397
03/06/21,CAWWEdjHnn2,549391,,2165
03/06/21,CAOaE8zHuwp,341103,,5901
03/06/21,CAQYyelnTeH,563798,,2986
03/06/21,CAS9N0Kn9B1,188318,,973
03/06/21,CATJlr9neEQ,692069,,14381
03/06/21,CALxcj-Hftb,352837,1979613.0,4585
03/06/21,CAVkJx4Hazb,501672,,1874
03/06/21,CAQ1Mv3g-j4,74180,483060.0,1070
03/06/21,CATqdbXHBPx,245287,,1374
03/06/21,CAOJqNsHGU6,635938,,3514
03/06/21,CAVAq83HQvi,396996,2016389.0,7660
03/06/21,CALfvd6HFcV,152244,,967
03/06/21,CAIvDztHTTw,287130,1779177.0,4480
03/06/21,CAG0ZWBH_YJ,127729,770988.0,2050
03/06/21,CADrkrXHkkj,184779,870423.0,2753
03/06/21,CAEJsafH_Bk,479270,,3209
03/06/21,CAJK_IgHLu-,1202519,,4116
03/06/21,CAGhqJynDNN,531397,,2234
03/06/21,CAA8bGGHHKW,308533,1595848.0,7176
03/06/21,CAGGF3unxl5,456743,2240926.0,2658
03/06/21,CADTvKVHUz3,469362,1726833.0,11524
03/06/21,CABfteNnXjg,243209,1062840.0,7661
03/06/21,CALMWd5npiM,364230,1621921.0,2516
03/06/21,CABRhR6n0r3,439000,,5832
03/06/21,B_5XeXZnjU-,212894,,2093
03/06/21,B_8CTxMnWvl,303408,1516491.0,2053
03/06/21,B_3V7YCnFkC,430025,,3124
03/06/21,B__KOZ6nF3t,452296,,17138
03/06/21,B_02iHvn0eG,417937,,1940
03/06/21,B_-5mZfH0u9,331806,,4595
03/06/21,B_-ea07HsRA,450136,,2385
03/06/21,B_46RgbnNOz,730507,,5764
03/06/21,B_71gXyHlic,334458,,1570
03/06/21,B_5IXSdH5yw,86750,,917
03/06/21,B_2-YIZHxkw,761662,,4942
03/06/21,B_8u0exHkiw,137156,732278.0,2277
03/06/21,B_sqJfqnAty,393438,,2233
03/06/21,B_xaWPXn9M8,347277,,2226
03/06/21,B_0dTVzHZZ5,966874,,2608
03/06/21,B_s-ki5nfWj,408255,,3904
03/06/21,B_qRr5qnFXA,353172,2490904.0,1946
03/06/21,B_u5PxfHXB6,145591,815827.0,2181
03/06/21,B_0CRkAHdId,296227,,1811
03/06/21,B_xMji6HjST,207378,1107711.0,1875
03/06/21,B_sYA8nnxoz,567753,,3660
03/06/21,B_vIP2SnvVr,522490,,2216
03/06/21,B_x2Nm0nEHw,279390,,2421
03/06/21,B_vaD-1HBFY,794291,,3109
03/06/21,B_gAYiUHyf_,1126085,,4273
03/06/21,B_iSBNonCkS,571092,,2884
03/06/21,B_puVx1n-rK,115845,575197.0,1367
03/06/21,B_iB6hhnHn1,415065,,2020
03/06/21,B_k1bdkHdQa,320373,,1870
03/06/21,B_nviq1jBdH,329923,2498272.0,2548
03/06/21,B_lIlDMjGwV,102455,672177.0,1074
03/06/21,B_klJaxnv-P,184498,916614.0,2302
03/06/21,B_ng5tmH73v,585089,,3461
03/06/21,B_p-gmUnim9,141228,814927.0,1071
03/06/21,B_inp40HDZB,403179,,1551
03/06/21,B_nN7pUnrt1,175303,,732
03/06/21,B_YoI6pH7U1,431869,,2587
03/06/21,B_YLr3CDR0a,267542,1783201.0,1467
03/06/21,B_dd3aFHk0j,427857,,2952
03/06/21,B_add5bHm18,449726,,1574
03/06/21,B_atuS0nYAp,659258,,2611
03/06/21,B_c8UblnqfI,312452,,1122
03/06/21,B_bB3J0DzYR,305511,2426049.0,1315
03/06/21,B_dIehbnWkJ,524370,,2021
03/06/21,B_ebSMkHSZy,244092,1560924.0,1996
03/06/21,B_XudR3nHp2,231389,,1918
03/06/21,B_Vzr1Wnm5B,174727,831811.0,1814
03/06/21,B_feloLnzMT,95469,539566.0,858
03/06/21,B_QCQ6uHaxV,609040,,7011
03/06/21,B_VHarEHQ1P,135732,,624
03/06/21,B_NH3QhnmXq,301822,1513172.0,1922
03/06/21,B_Sn-vZn-1_,203338,1036647.0,816
03/06/21,B_VemyMnn1R,509154,,3042
03/06/21,B_N7aZRnkuZ,311795,,6675
03/06/21,B_QbvHCnwuL,303803,,1391
03/06/21,B_Lq55_HPCH,361496,,1776
03/06/21,B_TC9EynIkh,143178,,1082
03/06/21,B_Ndy9eH4gO,441584,,1549
03/06/21,B_QxFOOHtKl,235329,,1544
03/06/21,B_SdssqHTVz,234371,,1115
03/06/21,B_DcNOCHyJR,203387,,1320
03/06/21,B_AjIlqnLJH,172736,811269.0,1012
03/06/21,B_GKorWnIMy,436955,,2301
03/06/21,B_LK1ajnDUd,110936,611060.0,777
03/06/21,B_DsbdCAx1P,212259,1129748.0,3400
03/06/21,B_IohQAnmn8,224259,,1264
03/06/21,B_GhiRRngg8,341276,,1376
03/06/21,B_DHxzhHxI0,138493,,534
03/06/21,B_I51vkn_lW,526226,,1994
03/06/21,B_KzFNGnS2_,358941,,1533
03/06/21,B_Iai3anT49,1032238,,4009
03/06/21,B_A6J4onIsG,799198,4186702.0,7166
03/06/21,B-4qB7nHhQ4,563553,,2429
03/06/21,B-7-C-xnbvz,348471,,1415
03/06/21,B-7bPh-n3E1,200400,1027099.0,1037
