fetch date,short codes,number of likes,number of video views,number of comments
03/11/21,CD_-vUfFc1M,2178,,40
03/11/21,CD4XOOcpDeE,1737,,64
03/11/21,CD2KdjJlYTu,1918,,74
03/11/21,CDpPDWBpnP7,4320,,123
03/11/21,CDpV6zQgOTF,2900,,201
03/11/21,CDsEPzOBiWm,2115,,61
03/11/21,CDrz2MWj7Hd,4310,,125
03/11/21,CDmv_IDh7Jf,2069,,147
03/11/21,CDmj-mnhrv4,4076,,107
03/11/21,CDpLFZwBQzS,2790,,78
03/11/21,CDo6dSlD1Xp,4164,,91
03/11/21,CDsH0VDlRlh,1629,,124
03/11/21,CDusO3whH79,1548,,102
03/11/21,CDtvcshAUVY,4289,,118
03/11/21,CDwNWswHnqO,1548,9325.0,125
